,r,rho,vp,vs,K,G
299,1894438.9503781323,5708.420853588799,4232.716756008514,0.0,103042353429.4154,0.0
300,1897006.2960520082,5705.477720326965,4230.145703522478,0.0,102860035336.60892,0.0
301,1899568.0607496763,5702.538238591638,4227.5776332687155,0.0,102678159463.47092,0.0
302,1902124.2587103432,5699.60240182198,4225.012543011187,0.0,102496724605.52771,0.0
303,1904674.8992094966,5696.6702087365165,4222.450435126001,0.0,102315729887.29387,0.0
304,1907219.981312196,5693.741668981483,4219.891321539316,0.0,102135175108.37022,0.0
305,1909759.4955556632,5690.816801331236,4217.335222155639,0.0,101955060628.5767,0.0
306,1912293.427710608,5687.895630718301,4214.7821622568445,0.0,101775387181.69154,0.0
307,1914821.757722193,5684.978187057788,4212.232171495841,0.0,101596155801.94469,0.0
308,1917344.602481384,5682.064336787786,4209.68513663243,0.0,101417357491.07674,0.0
309,1919862.378156831,5679.153606421685,4207.1406472288245,0.0,101238962469.88779,0.0
310,1922375.7848926082,5676.245187199607,4204.597999614337,0.0,101060920586.21965,0.0
311,1924884.4889291336,5673.339459066862,4202.057529245525,0.0,100883254562.21716,0.0
312,1927381.5101243132,5670.447176553037,4199.528643067013,0.0,100706620219.54523,0.0
313,1929896.9071249296,5667.546346525565,4196.992114529724,0.0,100529673894.53024,0.0
314,1932322.4329920714,5664.681306053873,4194.4867178057,0.0,100355117144.5693,0.0
315,1935539.5811771634,3324.273260040604,8430.31219586074,4770.782807085647,135374398572.92776,75661684700.33015
316,1939968.9820757515,3323.058664254632,8424.971989367154,4769.806484092647,135067096796.612,75603086769.00427
317,1944119.4597627164,3321.8014163648018,8419.444375757095,4768.796308637628,134749381424.07338,75542475297.4401
318,1948318.8589223733,3320.556666649465,8413.971831456412,4767.796608191348,134435202664.36725,75482510612.28769
319,1952483.8828157582,3319.3120823802233,8408.500134677925,4766.797473480601,134121441692.21674,75422597958.02463
320,1956637.130823261,3318.0710329285494,8403.04409292771,4765.801603515013,133808945936.15697,75362899179.36317
321,1960775.349195676,3316.8317516206257,8397.595948061902,4764.807588741603,133497268022.69724,75303329324.78671
322,1964896.4390711545,3315.595503611227,8392.161252166234,4763.816433365395,133186723607.03662,75243948668.20718
323,1969001.2502197044,3314.362247387638,8386.739821935731,4762.828102231272,132877299307.22949,75184754907.35971
324,1973090.5475257498,3313.131561552452,8381.329804628229,4761.84225647617,132568886663.7153,75125727547.97803
325,1977164.7742416468,3311.9032957578866,8375.930538428069,4760.858774075615,132261445522.9264,75066859118.57066
326,1981224.0789927035,3310.6774859787197,8370.54218056851,4759.877682272571,131954982471.509,75008151088.56346
327,1985268.4380655494,3309.454184237794,8365.164958792073,4758.89902106952,131649508065.552,74949605689.95157
328,1989297.893394471,3308.233407192904,8359.798945356251,4757.92280209664,131345023991.44365,74891223456.68399
329,1993312.529140155,3307.0151522940873,8354.444128063658,4756.949021580777,131041527140.93741,74833004002.54428
330,1997312.471038638,3305.7994048536234,8349.100440886341,4755.977665561016,130739011391.73587,74774946347.35257
331,2001297.8693056705,3304.586142238504,8343.767782887626,4755.008713753841,130437468672.81223,74717049134.69736
332,2005268.8706948762,3303.375342873406,8338.446058027183,4754.042146987021,130136891212.4473,74659311069.82062
333,2009225.6203841816,3302.1669854272996,8333.135171334688,4753.0779462946175,129837271331.73235,74601730872.67068
334,2013168.260767085,3300.961048522828,8327.83502763274,4752.116092685259,129538601372.10275,74544307264.02547
335,2017096.930728986,3299.7575120864767,8322.54553747105,4751.156568218846,129240874029.03578,74487039029.7215
336,2021011.7667112378,3298.556356221396,8317.266612177005,4750.199355111284,128944082071.70778,74429924966.99796
337,2024912.9024854968,3297.3575618237924,8311.99816685303,4749.244436516397,128648218498.26741,74372963922.85428
338,2028800.4696179214,3296.161109998406,8306.740117478199,4748.291795726489,128353276386.3446,74316154755.71573
339,2032674.596383107,3294.966982581408,8301.492383095454,4747.341416476807,128059249019.87486,74259496356.70941
340,2036535.4084550072,3293.775161941347,8296.254885081957,4746.393282932919,127766129840.82329,74202987644.70166
341,2040383.029649689,3292.5856310401987,8291.027547417414,4745.447379738751,127473912463.27237,74146627569.10094
342,2044217.5815791897,3291.3983730003047,8285.81029478113,4744.503691671845,127182590566.244,74090415089.26306
343,2048039.1834017232,3290.213371316636,8280.603053484961,4743.562203812103,126892157945.3335,74034349184.50513
344,2051847.9518694158,3289.030610316112,8275.405754822908,4742.6229032446945,126602608641.22041,73978428917.50967
345,2055644.0013748298,3287.8500738585262,8270.218324279846,4741.685772916177,126313936556.78625,73922653213.32983
346,2059427.4439963026,3286.6717472766713,8265.040698227553,4740.750801391825,126026136034.2973,73867021207.42683
347,2063198.3895618801,3285.4956158336404,8259.872810760236,4739.8179752077185,125739201396.52344,73811531972.25381
348,2066956.9482017509,3284.3216651299076,8254.714597465554,4738.88728118789,125453127070.879,73756184598.69592
349,2070703.22860786,3283.1498800160925,8249.5659906471,4737.958705582117,125167907324.34549,73700978144.79117
350,2074437.3364451493,3281.9802458252757,8244.426924738857,4737.032235042898,124883536563.83907,73645911693.8342
351,2078159.3755880767,3280.8127484404604,8239.297336672524,4736.107856749354,124600009352.69087,73590984359.67534
352,2081869.4481541493,3279.6473740569877,8234.177165017141,4735.1855584021105,124317320354.47714,73536195281.15665
353,2085567.6552792077,3278.484109065713,8229.06634900668,4734.2653276702995,124035464298.42908,73481543602.26103
354,2089254.0994314582,3277.3229396426323,8223.964826917956,4733.347152048378,123754435882.07144,73427028458.4617
355,2092928.8801237792,3276.163851848453,8218.87253653545,4732.431018962616,123474229795.8138,73372648982.27028
356,2096592.0953124268,3275.006832233253,8213.789417807404,4731.516916248519,123194840868.92957,73318404331.57262
357,2100243.841660815,3273.8518675019563,8208.715411375497,4730.6048318854555,122916263988.13455,73264293673.85873
358,2103884.214563741,3272.6989409946223,8203.65044842955,4729.694750503201,122638493564.81213,73210315999.31122
359,2107513.30820719,3271.548046733597,8198.594491186574,4728.786667320281,122361525660.03543,73156470866.60301
360,2111131.21556248,3270.399168372428,8193.547472198312,4727.880567261447,122085354796.32541,73102757285.21622
361,2114738.0283884276,3269.252293207117,8188.509334751388,4726.976438853028,121809976080.2775,73049174459.28435
362,2118333.83726907,3268.10740867704,8183.480022773251,4726.07427075315,121535384671.65945,72995721601.78864
363,2121918.7316347715,3266.964502352593,8178.459480774035,4725.174051737987,121261575780.12317,72942397933.83356
364,2125492.7997842124,3265.823561940377,8173.447653830786,4724.2757706673765,120988544665.69984,72889202683.67912
365,2129056.1289081927,3264.6845752956333,8168.444487704105,4723.37941655622,120716286642.2755,72836135089.20096
366,2132608.805102121,3263.547530406037,8163.449928756053,4722.484978550714,120444797073.30196,72783194396.77031
367,2136150.913387696,3262.4124153871476,8158.463923918808,4721.5924459133275,120174071370.30994,72730379860.66681
368,2139682.537732095,3261.2792184836194,8153.486420699694,4720.70180802331,119904104992.94182,72677690743.09967
369,2143203.7610627436,3260.147883021242,8148.517154105637,4719.813015912619,119634882053.03276,72625124126.95374
370,2146714.665306904,3259.018487600632,8143.556498967064,4718.9261361399,119366420910.60083,72572683666.29327
371,2150215.3313746694,3257.8909757504002,8138.604191181184,4718.041119906541,119098705746.10107,72520366455.53922
372,2153705.8392000375,3256.7653360153363,8133.660179876618,4717.157956845829,118831732173.95557,72468171777.05132
373,2157186.2677507936,3255.64155721219,8128.724415151807,4716.276636850588,118565495875.85066,72416098928.59595
374,2160656.6950451094,3254.5196285245784,8123.796848343815,4715.397150168919,118299992614.09805,72364147228.3567
375,2164117.198139462,3253.399539038965,8118.877430706665,4714.519486937208,118035218163.60912,72312315990.24506
376,2167567.853090136,3252.2812779799974,8113.966114109912,4713.643637415237,117771168347.64682,72260604536.3454
377,2171008.735111278,3251.164832743555,8109.062841761357,4712.769590325997,117507838545.13756,72209012102.33255
378,2174439.918530783,3250.050192868724,8104.167566963728,4711.897336212559,117245224687.48987,72157538028.66501
379,2177861.476798625,3248.9373494727256,8099.280250448818,4711.026866961734,116983323114.2626,72106181733.22131
380,2181273.482501187,3247.826292192199,8094.400845914852,4710.158173203778,116722129806.589,72054942563.70486
381,2184676.0073752925,3246.7170107704655,8089.529307533375,4709.2912456634185,116461640785.41156,72003819874.31627
382,2188069.122321943,3245.6094950559514,8084.665589942092,4708.4260751583115,116201852110.90546,71952813025.65378
383,2191452.897419768,3244.503735000631,8079.809648237856,4707.562652597509,115942759881.91287,71901921384.61548
384,2194827.401938197,3243.3997206585072,8074.961437969724,4706.700968979959,115684360235.38568,71851144324.30307
385,2198192.704350364,3242.2974421845,8070.120915133923,4705.841015393344,115426649345.9313,71800481223.9458
386,2201548.872224032,3241.1968899252756,8065.288036572494,4704.982783084603,115169623446.82025,71749931473.04593
387,2204895.972036535,3240.0980543422324,8060.462759634875,4704.126263399472,114913278811.72026,71699494467.80615
388,2208234.0697457124,3239.000925944367,8055.6450418829445,4703.271447729886,114657611738.85446,71649169608.02522
389,2211563.230560178,3237.9054953438686,8050.834841335441,4702.418327557562,114402618563.8187,71598956299.64407
390,2214883.518928414,3236.8117532793576,8046.032116660578,4701.566894560919,114148295665.90207,71548853958.49786
391,2218194.998549132,3235.7197016837617,8041.236858701223,4700.717151754619,113894641046.12439,71498862593.7247
392,2221497.732381428,3234.6293092879823,8036.448963403231,4699.869068419188,113641647977.78015,71448980455.41226
393,2224791.7826547273,3233.540578217693,8031.6684224022065,4699.02264767577,113389314533.49747,71399207562.60724
394,2228077.2108785314,3232.453499596825,8026.895196014053,4698.177881480425,113137637232.29709,71349543352.39249
395,2231354.077851968,3231.3680646475013,8022.129244989623,4697.334761874446,112886612628.30646,71299987267.65
396,2234622.4436731488,3230.284264677782,8017.370530460708,4696.493280974535,112636237307.75247,71250538756.47794
397,2237882.3678520042,3229.2020909988805,8012.619013576378,4695.653430908316,112386507869.70667,71201197268.39609
398,2241133.9094592817,3228.1215350603984,8007.87465609656,4694.815203919063,112137420957.18442,71151962260.49625
399,2244377.1267015063,3227.04258841796,8003.137420249751,4693.978592340269,111888973249.47153,71102833195.94029
400,2247612.077124072,3225.9652427152464,7998.407268653957,4693.143588581426,111641161457.81091,71053809543.11868
401,2250838.8176349145,3224.8894896821503,7993.68416430838,4692.310185126329,111393982324.8169,71004890775.54532
402,2254057.4045136496,3223.8153211337362,7988.968070588758,4691.4783745320365,111147432624.08313,70956076371.7905
403,2257267.8934205314,3222.7427289695206,7984.258951243968,4690.648149428044,110901509159.86023,70907365815.42734
404,2260470.3394052433,3221.6717050273255,7979.556769225803,4689.819501887752,110656208727.03925,70858758572.81168
405,2263664.7969155195,3220.602241796431,7974.8614924201665,4688.992426515254,110411528305.79909,70810254202.03307
406,2266851.319805603,3219.5343311965507,7970.17308384066,4688.166915165349,110167464727.9125,70761852166.46564
407,2270029.961344543,3218.467965451192,7965.491508716648,4687.3429607926555,109924014916.16586,70713551970.32233
408,2273200.7742728963,3217.4031368333094,7960.8167324958395,4686.520556395563,109681175815.27954,70665353121.12192
409,2276363.8108642525,3216.339837720505,7956.1487210866235,4685.699695058816,109438944404.37224,70617255132.1759
410,2279519.1227480816,3215.2780605664125,7951.4874407324705,4684.880369931342,109197317690.2829,70569257521.27853
411,2282666.7610032866,3214.217797898652,7946.832858002943,4684.062574224603,108956292706.97095,70521359810.60118
412,2285806.776171332,3213.159042317853,7942.184939789463,4683.246301211792,108715866515.16534,70473561526.63593
413,2288939.2182640233,3212.101786496703,7937.54365330112,4682.431544227034,108476036202.01859,70425862200.13995
414,2292064.136771146,3211.0460231790094,7932.908966060546,4681.618296664594,108236798880.76685,70378261366.08072
415,2295181.5806679633,3209.9917451787674,7928.280845899857,4680.806551978101,107998151690.39456,70330758563.58173
416,2298291.598422577,3208.9389453792605,7923.659260956718,4679.996303679792,107760091795.30806,70283353335.87
417,2301394.238003162,3207.887616732157,7919.044179670316,4679.18754533973,107522616385.0076,70236045230.2228
418,2304489.546885061,3206.837752257458,7914.4355707841505,4678.380270588562,107285722673.99408,70188833798.03912
419,2307577.5720577613,3205.789345073194,7909.833403584053,4677.5744732444555,107049407909.63339,70141718599.2865
420,2310658.360031741,3204.7423883550973,7905.2376475811325,4676.770147146304,106813669361.24112,70094699196.59839
421,2313731.9568451946,3203.6968753308056,7900.64827246915,4675.967286132714,106578504318.46744,70047775154.51135
422,2316798.408070637,3202.6527992929687,7896.065248231384,4675.1658840997825,106343910094.73764,70000946041.47704
423,2319857.758821397,3201.610153598451,7891.48854513718,4674.365935000438,106109884026.96149,69954211429.81546
424,2322910.053757993,3200.5689316675516,7886.918133738517,4673.567432843775,105876423475.24658,69907570895.66882
425,2325955.337094396,3199.5291269832333,7882.3539848666205,4672.770371694404,105643525822.61627,69861024018.95569
426,2328993.652604186,3198.490733090359,7877.796069628663,4671.974745671805,105411188474.73203,69814570383.32626
427,2332025.0436265995,3197.453743594946,7873.244359404443,4671.180548949675,105179408859.6193,69768209576.11739
428,2335049.5530724707,3196.4181521634314,7868.698825843196,4670.387775755307,104948184427.39893,69721941188.30917
429,2338067.223430075,3195.3839525219473,7864.15944086038,4669.59642036895,104717512650.02173,69675764814.48125
430,2341078.09677086,3194.351138455598,7859.626176634517,4668.806477123179,104487391021.00575,69629680052.76984
431,2344082.2147550783,3193.3197038077533,7855.099005604068,4668.017940402279,104257817055.17761,69583686504.8251
432,2347079.6186373634,3192.2896424793657,7850.577900464401,4667.230804641626,104028788288.4209,69537783775.76973
433,2350070.349272166,3191.2609484282716,7846.062834164749,4666.445064327079,103800302277.42401,69491971474.15727
434,2353054.4471191107,3190.233615668289,7841.553779904184,4665.660713994197,103572356599.38177,69446249211.92084
435,2356031.9522482664,3189.207638268663,7837.050711129175,4664.8777482277255,103344948851.77763,69400616604.33781
436,2359002.904345323,3188.1830103556836,7832.553601546522,4664.0961616683535,103118076652.71729,69355073270.25818
437,2361967.3427166855,3187.15972611429,7828.062425139404,4663.315949022482,102891737641.29564,69309618832.42114
438,2364925.3062944827,3186.137779778875,7823.577156097801,4662.537105027137,102665929475.12015,69264252916.2036
439,2367876.8336414876,3185.1171656366473,7819.097768846626,4661.7596244653005,102440649831.12698,69218975150.14236
440,2370821.962955963,3184.097878027358,7814.6242380457525,4660.98350216681,102215896405.44687,69173785165.9473
441,2373760.7320762207,3183.079911342526,7810.156538586547,4660.208733007659,101991666913.14471,69128682598.45642
442,2376693.1784853004,3182.063260024953,7805.694645589738,4659.435311909543,101767959088.02708,69083667085.6043
443,2379619.339316146,3181.047918568134,7801.238534402748,4658.663233839283,101544770682.42502,69038738268.38525
444,2382539.2513557835,3180.0338815156783,7796.78818059715,4657.892493808305,101322099466.98318,68993895790.81793
445,2385452.9510497698,3179.0211434607318,7792.343559966043,4657.1230868720795,101099943230.4476,68949139299.90918
446,2388360.4745065747,3178.0096990454144,7787.904648521564,4656.35500812959,100878299779.46057,68904468445.61914
447,2391261.8575018994,3176.9995429602545,7783.471422492352,4655.5882527228005,100657166938.35464,68859882880.82639
448,2394157.1354829185,3175.990669943649,7779.043858321117,4654.822815836132,100436542548.95355,68815382261.2938
449,2397046.343572456,3174.9830747813116,7774.621932662163,4654.058692695927,100216424470.37155,68770966245.63428
450,2399929.5165730966,3173.976752305739,7770.205622379004,4653.295878569943,99996810578.81879,68726634495.27747
451,2402806.688971229,3172.971697395686,7765.794904541994,4652.534368766837,99777698767.40857,68682386674.43674
452,2405677.894941024,3171.9679049756382,7761.389756425962,4651.774158635658,99559086945.96593,68638222450.07617
453,2408543.168348353,3170.9653700153053,7756.990155507913,4651.015243565339,99340973040.84094,68594141491.8785
454,2411402.5427546394,3169.964087529113,7752.596079464782,4650.257618984232,99123354994.72444,68550143472.213974
455,2414256.0514206565,3168.9640525764166,7748.207506176609,4649.501280362346,98906230766.64697,68506228066.20478
456,2417103.727310258,3167.9652602602055,7743.82441371817,4648.7462232077505,98689598331.59332,68462394951.58476
457,2419945.6030940553,3166.9677057263016,7739.446780354366,4647.9924430648825,98473455680.24463,68418643808.62631
458,2422781.711153036,3165.9713841632934,7735.074584541236,4647.239935515683,98257800818.90918,68374974320.1665
459,2425612.083582125,3164.976290802065,7730.707804923816,4646.488696179119,98042631769.3502,68331386171.576996
460,2428436.7521936935,3163.982420915323,7726.346420334018,4645.738720710718,97827946568.61456,68287879050.734436
461,2431255.7485210085,3162.989769817142,7721.990409788552,4644.9900048021045,97613743268.86563,68244452647.99117
462,2434069.1038216357,3161.9983328625035,7717.639752486827,4644.242544180536,97400019937.2156,68201106656.146095
463,2436876.849080786,3161.0081054468465,7713.2944278089435,4643.4963346084505,97186774655.56322,68157840770.416115
464,2439679.0150146107,3160.019083005626,7708.954415313653,4642.751371883015,96974005520.43097,68114654688.40794
465,2442475.632073448,3159.0312610138735,7704.6196947363815,4642.00765183568,96761710642.80652,68071548110.090004
466,2445266.7304450204,3158.044634985767,7700.290245987251,4641.265170331739,96549888147.98459,68028520737.76497
467,2448052.3400575826,3157.0592004741993,7695.966049149147,4640.5239232698905,96338536175.41208,67985572276.04237
468,2450832.4905830235,3156.0749530703633,7691.647084475796,4639.783906581805,96127652878.5349,67942702431.81183
469,2453607.211439917,3155.0918884033285,7687.333332389853,4639.0451162316995,95917236424.64575,67899910914.21611
470,2456376.5317965345,3154.1100021396383,7683.024773481074,4638.3075482159165,95707284994.73697,67857197434.62537
471,2459140.4805738055,3153.129289982876,7678.721388504311,4637.571198562479,95497796783.34608,67814561706.60957
472,2461899.0864482373,3152.1497476732557,7674.42315837767,4636.836063330679,95288769998.40921,67772003445.91283
473,2464652.377854792,3151.1713709873225,7670.130064181113,4636.1021386107295,95080202861.13783,67729522370.431885
474,2467400.3829897186,3150.194155739655,7665.842087170621,4635.369420531287,94872093606.40152,67687118200.46754
475,2470143.129813344,3149.2180978002934,7661.559208910504,4634.637905324843,94664440487.02942,67644790661.00252
476,2472880.646052826,3148.2431930622497,7657.281411029459,4633.907589208061,94457241765.64078,67602539477.501976
477,2475612.959204859,3147.269437448832,7653.008675277139,4633.178468410224,94250495716.4444,67560364376.899185
478,2478340.0965383486,3146.296826918088,7648.740983558721,4632.450539190698,94044200626.30661,67518265088.19676
479,2481062.085097041,3145.3253574624355,7644.478317933246,4631.723797838549,93838354794.61868,67476241342.442955
480,2483778.951702115,3144.355067011011,7640.22085834486,4630.998274895428,93632965952.53558,67434294768.04416
481,2486490.722954741,3143.3858677927024,7635.968191563644,4630.273898228146,93428013569.92825,67392421307.11214
482,2489197.4252385977,3142.4177978294965,7631.720497959679,4629.550698469996,93223505417.83777,67350622594.32422
483,2491899.0847223527,3141.4508532477944,7627.47776019135,4628.82867202514,93019439844.46973,67308898368.6835
484,2494595.727362113,3140.485030206628,7623.239961062952,4628.107815325613,92815815209.91992,67267248371.12616
485,2497287.378903835,3139.520324897331,7619.007083523117,4627.388124830945,92612629886.05127,67225672344.499176
486,2499974.0648857015,3138.556733543202,7614.779110663306,4626.669597027823,92409882256.37283,67184170033.53897
487,2502655.810640466,3137.594252399178,7610.556025716292,4625.952228429727,92207570715.92078,67142741184.84996
488,2505332.6412977627,3136.632877751511,7606.33781205468,4625.236015576588,92005693671.14014,67101385546.88336
489,2508004.581786385,3135.6726059174525,7602.124453189432,4624.52095503444,91804249539.7691,67060102869.91647
490,2510671.656836529,3134.713433244921,7597.915932768358,4623.807043395072,91603236750.72096,67018892906.031425
491,2513333.89098201,3133.7553561121968,7593.712234574713,4623.094277275697,91402653743.97217,66977755409.09509
492,2515991.3085624445,3132.7983709276195,7589.513342525758,4622.3826533186075,91202498970.4503,66936690134.7388
493,2518643.9337254027,3131.842474487622,7585.319242361881,4621.672168482098,91002770971.41365,66895696856.42391
494,2521291.7904285295,3130.8876646300787,7581.129924728542,4620.962820570636,90803468522.78601,66854775394.69873
495,2523934.902441641,3129.9339362175783,7576.945366235033,4620.254604979011,90604589744.82065,66813925437.19697
496,2526573.2933487846,3128.981285811682,7572.765551575019,4619.547518561693,90406133139.7426,66773146750.5024
497,2529206.986548088,3128.029709984425,7568.590465436813,4618.841558133692,90208097215.77574,66732439100.65459
498,2531836.0052549527,3127.0792053294676,7564.4200925847645,4618.136720509021,90010480489.81378,66691802254.498985
499,2534460.3725078963,3126.1297684690508,7560.254417911531,4617.433002526034,89813281489.08102,66651235980.564896
